,Apple,IBM,Microsoft,Google,Amazon,Tesla,Nvidia,Walmart,Johnson & Johnson,Verizon,AT&T,Pfizer
2019-11-19,64.3453,100.9502,142.9213,65.151,87.5,23.934,5.1679,36.7843,115.6785,44.2574,132.037,28.2855
2019-11-20,63.7594,99.9202,141.9385,64.7793,86.9495,23.4733,5.2363,36.554,116.1501,44.2052,130.7892,27.8866
2019-11-21,63.4955,100.6119,142.8834,64.6937,86.775,23.8067,5.2283,36.8119,117.0505,44.451,131.3807,28.4436
2019-11-22,63.3866,100.8449,142.7498,64.3718,87.315,22.2067,5.2475,36.6461,118.3368,44.4957,131.7412,28.8651
2019-11-25,64.5729,102.2208,144.573,64.9397,88.7,22.4293,5.4975,36.5203,118.4483,44.2201,130.8262,29.1135
2019-11-26,64.1008,101.5667,145.222,65.3585,89.749,21.9867,5.4055,36.6246,118.4396,44.6074,131.2236,28.8801
2019-11-27,64.5705,100.3788,144.8116,65.2366,90.523,22.0,5.4069,36.4036,118.8109,44.6818,130.9371,28.8952
2019-11-29,64.7399,101.1231,144.7734,64.935,89.94,22.0023,5.3906,36.6177,118.7159,44.7563,130.1884,29.0532
2019-12-02,63.8102,99.8074,142.4157,64.0588,88.801,22.25,5.1669,36.551,118.4742,44.5552,129.6523,28.6769
2019-12-03,62.728,99.6194,142.3395,64.7863,88.4,22.4253,5.166,36.4128,119.5794,44.8308,130.0775,28.692
2019-12-04,63.3115,99.1683,142.8453,65.4789,87.9,22.2187,5.2043,36.4589,120.2788,45.0765,132.5269,28.6468
2019-12-05,64.401,99.236,143.2271,66.0337,87.15,22.26,5.2003,36.5939,120.5033,45.2925,132.0185,28.6393
2019-12-06,65.5171,100.1457,144.8974,66.704,87.589,22.3927,5.28,36.9178,121.2113,45.5308,131.9631,28.8124
2019-12-09,64.5947,100.454,144.4584,66.8259,87.3335,22.6527,5.2688,36.7389,121.0732,45.434,131.1497,28.7823
2019-12-10,65.0063,100.7171,144.1339,66.8209,86.95,23.2667,5.3205,36.742,120.6328,45.6053,130.4934,28.9629
2019-12-11,65.6236,100.5968,144.8498,66.9259,87.5,23.6387,5.4119,36.7142,121.7294,45.568,130.9001,28.7823
2019-12-12,66.0861,101.9953,146.7397,67.1095,88.2375,24.04,5.6434,37.0689,122.2215,45.7021,130.8816,29.0081
2019-12-13,66.6526,100.8976,147.4747,67.0259,87.933,23.9187,5.575,37.1151,122.0748,45.3148,131.3438,28.85
2019-12-16,67.851,100.8449,148.5247,67.6872,88.45,25.204,5.6071,37.0997,122.6101,45.65,131.7412,29.7984
2019-12-17,67.8777,100.8901,147.427,67.3364,89.499,25.268,5.6892,37.4019,124.2075,45.7468,131.9631,29.3091
2019-12-18,67.7905,101.0555,147.4747,67.2697,89.15,26.24,5.7517,37.0226,123.6376,45.3521,131.6118,29.2414
2019-12-19,67.8486,101.1607,148.7156,67.4951,89.595,26.992,5.8712,37.0535,125.5027,45.2031,131.8984,29.3543
2019-12-20,67.6695,101.9426,150.4147,67.1996,89.2185,27.0667,5.9621,37.1059,126.1502,46.0968,131.2236,29.5048
2019-12-23,68.8945,101.875,150.2906,67.206,89.65,27.9793,5.9526,36.7142,126.4956,45.7319,131.2144,29.6102
2019-12-24,68.8606,101.484,150.1951,66.8975,89.4605,28.3533,5.9404,36.8808,125.929,45.6797,130.6413,29.5575
2019-12-26,70.4101,101.4991,151.6078,67.8713,94.005,28.7667,5.9621,36.9085,125.8049,45.6946,130.8169,29.6403
2019-12-27,70.2116,101.5216,151.5601,67.4135,93.5125,28.7167,5.8894,36.8407,125.8049,45.7617,130.5858,29.6177
2019-12-30,70.6232,99.8826,150.4051,66.5846,92.303,27.4833,5.7766,36.8499,125.4163,45.5382,129.9666,29.2715
2019-12-31,71.1026,100.8149,150.6724,66.7517,92.55,27.9,5.8645,36.6556,125.9517,45.7244,129.9019,29.4747
2020-01-02,72.9208,101.7998,153.4883,68.1042,94.99,28.7867,5.9757,36.7419,126.0725,45.4265,131.4732,29.3844
2020-01-03,71.9838,101.0479,151.4265,67.7424,93.572,29.4607,5.8767,36.3904,124.6824,44.9797,130.096,29.3543
2020-01-06,72.5407,100.7472,151.5792,69.5631,95.075,30.1333,5.9098,36.19,124.2507,44.8755,130.1144,29.3543
2020-01-07,70.8411,99.9578,147.427,68.4107,93.15,30.5,5.7629,35.4652,123.6894,44.0861,130.7984,28.9403
2020-01-08,73.5987,101.6645,153.2496,69.9134,94.775,33.07,5.9994,35.8908,124.9155,44.5701,130.4749,29.4296
2020-01-09,75.1506,102.8148,155.0155,70.7698,95.175,32.008,6.0669,36.2362,125.5372,44.3963,129.8741,29.3091
2020-01-10,75.216,102.7697,153.9655,71.1624,94.06,31.866,6.0815,35.8661,125.2782,44.3813,129.1532,29.7608
2020-01-13,77.1795,102.8975,156.2564,71.7028,94.626,35.4413,6.2931,35.752,125.848,44.5468,129.9203,29.7231
2020-01-14,75.4775,102.0855,154.6146,71.0738,93.2525,35.7653,6.1413,35.8661,126.5129,44.4716,129.7447,30.107
2020-01-15,75.5864,102.6043,156.0941,71.7525,93.2375,34.65,6.1276,35.5886,126.936,44.4941,128.8112,30.6113
2020-01-16,76.3345,103.732,159.2154,72.3596,93.86,34.174,6.1968,35.7428,128.1794,44.923,129.4952,30.5586
2020-01-17,77.148,103.8448,159.2822,73.6533,93.318,33.6067,6.1961,35.4745,128.7838,45.209,129.4952,30.4984
2020-01-21,76.8042,108.6416,159.1677,73.7429,94.7025,36.95,6.1774,35.6503,130.2085,45.4799,131.6026,30.3855
2020-01-22,76.8696,108.2657,158.3373,73.8509,94.2875,38.1333,6.2135,35.7027,127.7908,45.5927,131.2513,30.1521
2020-01-23,77.3732,107.5063,159.7404,73.8767,94.375,38.0407,6.3803,35.715,128.1362,45.5401,132.2311,30.5962
2020-01-24,76.889,105.6417,157.335,72.7975,92.8625,37.2667,6.2048,35.2524,128.0671,45.352,131.9538,29.964
2020-01-27,74.8722,104.4012,155.0441,71.242,91.575,37.3333,5.9745,35.7366,128.4384,45.0886,130.3825,30.2801
2020-01-28,78.0802,104.9199,158.7286,72.1755,92.7,38.1,6.1069,35.9587,129.086,45.5702,131.7874,28.6618
2020-01-29,78.4796,103.5591,167.0426,71.8769,93.187,43.2333,6.1139,35.715,129.8631,44.7951,130.8354,28.3457
2020-01-30,78.3465,107.5965,165.0858,73.2946,102.65,42.9407,6.1542,36.0974,129.9494,44.6973,130.401,28.1496
2020-01-31,74.6059,108.0175,162.1745,71.5734,100.3,43.05,5.8513,35.3264,128.4211,44.7876,127.5541,28.2941
2020-02-03,74.5938,109.8821,166.6608,70.7573,100.25,51.0667,5.9745,35.2401,129.6645,43.6814,128.4045,28.5222
2020-02-04,76.9422,111.7392,172.1493,71.8127,102.35,60.2667,6.1438,35.5855,130.8992,43.9072,130.2808,28.796
2020-02-05,77.9591,117.4006,172.5693,71.9541,102.144,48.5,6.258,36.0358,132.9629,44.5092,130.9925,29.1077
2020-02-06,78.8065,118.0096,175.1274,73.412,102.472,49.4,6.323,35.8754,132.5657,44.9983,132.9613,29.0469
2020-02-07,77.5375,116.171,175.2802,73.519,103.9,49.7073,6.2608,35.9124,131.236,45.0359,131.5656,28.9404
2020-02-10,77.8797,117.3487,181.0551,75.2511,106.94,51.5733,6.5784,35.6194,131.1237,45.9991,130.5858,28.8188
2020-02-11,77.5035,116.6269,176.3015,75.1391,107.5,51.3333,6.6596,35.604,131.236,44.2082,131.353,28.9709
2020-02-12,78.8869,118.0021,175.0129,75.584,107.276,50.1333,6.7562,35.6194,130.2948,43.7943,131.6488,28.6971
2020-02-13,78.8505,117.2575,175.3756,75.3262,107.475,53.3333,7.091,36.1437,129.5954,44.1329,130.4195,28.1496
2020-02-14,78.8869,114.3931,176.8742,75.6039,106.75,53.5,7.2142,36.7019,129.8631,44.0577,129.5414,27.7771
2020-02-18,77.6006,114.9174,179.1459,75.7332,108.0475,58.8007,7.4512,36.9301,128.9996,43.5761,127.5634,27.6174
2020-02-19,78.6854,114.9174,179.6913,75.9323,108.75,60.47,7.8824,36.3657,128.6543,43.9448,127.4062,27.5794
2020-02-20,77.4623,114.5907,176.3892,75.484,107.3005,59.3333,7.6424,36.2763,128.1103,43.7115,128.5801,27.26
2020-02-21,75.7804,114.036,170.5603,73.8454,104.55,59.9213,7.2931,36.486,129.3968,43.7416,128.5154,27.1611
2020-02-24,73.0744,111.8099,165.4492,71.2549,101.15,56.2667,6.8707,35.8692,126.8586,43.6664,124.3098,26.5224
2020-02-25,69.968,108.3604,161.5154,69.6024,98.75,52.7333,6.5222,35.3172,125.8071,43.102,123.8846,25.8837
2020-02-26,70.4533,106.1191,159.649,68.8775,98.4,51.2667,6.5968,35.089,124.2775,42.8913,124.9014,26.4083
2020-02-27,65.7451,100.5878,150.6999,65.2714,93.5,43.668,6.2647,33.8184,119.9408,41.1682,121.4537,25.7164
2020-02-28,66.7644,99.9192,156.8255,67.1747,94.5495,44.9987,6.7679,33.4607,118.8458,40.807,120.8529,25.5111
2020-03-02,72.5623,101.8111,165.7746,68.866,97.95,51.2667,6.8882,35.7675,121.8441,43.1923,123.3948,26.5756
2020-03-03,70.599,98.582,158.7876,66.1795,95.875,48.7333,6.6471,34.8207,118.194,42.1539,121.0378,26.2867
2020-03-04,72.8803,101.3552,161.7547,68.2196,98.0,49.62,7.0539,35.7736,123.6344,43.3654,121.8696,27.6098
2020-03-05,71.0965,98.2174,159.6011,65.9307,96.35,48.0,6.875,35.6564,123.6257,43.1773,119.4202,27.0471
2020-03-06,69.4098,96.4926,153.332,64.3384,94.455,46.05,6.5542,35.8538,122.9652,42.2969,117.4884,26.5528
2020-03-09,66.4247,91.63,148.7377,61.4026,92.05,42.3867,6.3086,36.4521,121.6616,42.8838,113.4954,25.9217
2020-03-10,67.8323,93.8334,151.5134,61.7012,92.858,41.6867,6.3569,36.6371,121.2444,41.8153,117.3775,25.7468
2020-03-11,66.8372,89.8065,146.9192,60.2084,91.0,42.2067,6.134,35.2771,114.7177,41.3713,113.4954,24.5605
2020-03-12,57.4329,77.498,129.5952,54.7349,81.7425,34.6,5.1563,31.7645,108.1996,38.3765,99.825,22.6216
2020-03-13,66.3761,80.5371,146.4406,59.2133,88.115,35.6,5.9036,35.0088,116.0213,40.4006,107.432,24.5606
2020-03-16,60.6729,76.6622,133.5194,53.9886,87.3445,30.2,5.1289,33.9233,112.1104,39.1214,100.2871,23.2527
2020-03-17,59.2167,78.2578,135.9122,55.5206,88.3,27.1707,5.2559,36.042,114.8046,39.5052,108.8832,23.8763
2020-03-18,61.583,79.7773,138.7836,55.8296,93.45,24.8667,5.1687,38.4566,119.5063,41.108,107.2841,24.6062
2020-03-19,59.0347,75.2566,135.7208,55.2569,93.65,26.2667,5.2385,36.7718,110.0247,40.4458,109.2991,23.5341
2020-03-20,55.3337,72.0427,130.648,52.757,91.505,28.252,5.0616,35.3003,104.2019,38.8957,107.6446,21.9829
2020-03-23,55.3337,72.7569,132.0933,53.3417,96.15,29.692,5.4241,36.0128,99.0657,38.5495,102.6903,22.0361
2020-03-24,59.7021,80.142,140.9371,55.3818,96.1125,33.9987,6.1527,35.3777,103.3067,37.5864,107.5429,22.4391
2020-03-25,60.071,80.917,141.588,54.9375,94.822,36.0007,6.2149,34.0487,103.5935,37.5864,111.2032,22.5456
2020-03-26,62.8401,85.5137,149.0153,57.8698,97.7,35.1333,6.4242,34.0735,110.155,40.2953,116.7767,24.2564
2020-03-27,59.9448,81.6768,142.4207,55.2221,94.85,33.9333,6.2797,33.7823,106.896,39.5278,117.6086,23.42
2020-03-30,61.765,85.6657,155.6291,57.0393,98.0,33.5333,6.6479,35.6348,118.1505,41.2058,115.7415,24.7508
2020-03-31,60.8185,82.9153,148.5942,57.0736,96.9,34.3667,6.464,35.006,112.3277,39.9416,110.8704,24.5302
2020-04-01,58.9352,80.1572,146.9958,54.8842,95.45,32.3727,6.1203,35.6658,112.067,40.0169,107.8757,24.226
2020-04-02,59.1925,83.1584,147.637,55.5808,95.825,35.6667,6.3303,36.6974,115.326,41.3864,108.9016,24.8648
2020-04-03,58.593,80.6967,147.0341,54.1876,95.1,31.6667,6.0468,36.8957,116.5427,41.0101,106.2951,25.4122
2020-04-06,63.7551,87.2384,158.2133,58.8182,99.5,34.2,6.7101,38.8473,121.2705,42.7785,113.1442,26.2335
2020-04-07,63.0998,87.7551,156.9308,58.9147,100.5,36.658,6.4765,38.1348,119.8017,42.944,112.6728,25.5643
2020-04-08,64.886,90.6499,158.6249,60.1587,102.4115,36.7293,6.671,37.7042,124.5034,43.5159,114.1887,26.3779
2020-04-09,65.3204,92.3974,158.376,60.1089,102.411,39.6333,6.5823,37.8188,123.2172,43.7232,114.0685,27.3741
2020-04-13,66.6552,92.6709,159.0652,60.4468,109.245,44.8987,6.7801,38.8783,122.5393,43.1985,112.0813,26.8114
2020-04-14,69.3855,94.0613,165.8225,62.7476,113.5,49.7667,7.0369,39.7922,128.2752,44.0351,115.2054,27.7466
2020-04-15,68.6817,89.6545,163.5541,61.951,114.7575,47.5667,6.9445,39.7147,127.8407,43.1072,113.6803,27.1687
2020-04-16,71.6838,90.0344,173.2402,64.2389,119.45,51.6667,7.5625,40.737,131.2301,44.5674,112.6081,27.8303
2020-04-17,68.4924,91.1969,170.0913,63.3706,118.445,50.102,7.2537,40.8857,131.7341,44.4534,115.1777,28.066
2020-04-20,67.2498,88.6668,168.0239,62.9949,120.395,49.8667,7.1764,40.3963,132.4902,44.3012,112.2754,27.6402
2020-04-21,65.5874,89.0087,162.0801,61.2534,117.3875,46.0007,6.7368,40.1175,130.1873,43.419,111.5359,27.26
2020-04-22,66.5581,90.4067,165.4492,62.3033,117.85,48.2533,7.0967,40.737,132.4468,44.0882,113.6803,27.4729
2020-04-23,66.2791,91.7819,163.2382,61.8505,119.45,46.4613,6.9697,39.7426,135.1409,43.7689,112.4695,27.9367
2020-04-24,68.4147,94.6463,167.0189,63.5418,120.504,48.3333,7.2011,40.0307,134.4109,44.0351,113.2829,28.4386
2020-04-27,68.7763,95.4669,167.0189,63.2368,118.974,52.1373,7.4479,39.8015,133.8633,43.9666,114.7987,29.5564
2020-04-28,68.0944,96.1127,164.9994,66.2293,117.5,51.786,7.2873,39.7643,131.9253,44.0351,115.9911,29.0089
2020-04-29,70.9387,97.8754,173.4796,66.9269,120.91,58.0667,7.4928,38.4477,131.0128,44.172,118.1262,29.275
2020-04-30,69.4826,94.6539,168.7322,66.4263,117.75,51.0,7.1739,37.5153,129.9091,43.5407,114.2349,28.8949
2020-05-01,70.4776,92.6633,167.1146,65.7814,113.5495,47.2,7.0569,38.1658,128.4577,43.2137,111.9519,28.6667
2020-05-04,71.2688,92.2454,171.326,65.7824,115.3975,51.2667,7.2574,38.3517,128.8836,42.803,111.5636,28.5983
2020-05-05,72.5381,93.4459,173.6518,67.2742,116.15,51.6333,7.3608,38.742,130.1872,43.0768,112.7283,29.7313
2020-05-06,72.8075,93.5294,174.2069,66.9259,117.255,51.9667,7.3981,38.1441,128.6141,42.4379,112.377,29.3359
2020-05-07,74.1131,93.8861,176.4945,68.2445,118.54,52.2333,7.6472,37.9615,128.7097,42.2706,112.3216,28.5159
2020-05-08,75.5671,94.7562,176.6859,68.966,119.025,54.6,7.8216,38.254,129.2312,43.4342,113.782,28.6389
2020-05-11,76.7011,94.1325,178.5044,69.7373,120.449,54.0807,8.0582,38.4905,129.3876,42.8943,114.2626,29.2687
2020-05-12,75.19,91.5376,172.8574,67.6723,117.0015,53.0267,7.697,38.4874,126.8847,41.9816,111.0738,28.4621
2020-05-13,75.0683,89.32,172.8095,67.4185,118.6,53.3193,7.8562,38.6461,127.971,41.7154,108.8462,28.5389
2020-05-14,75.482,90.244,173.2402,67.4111,119.25,53.5333,8.0333,38.5216,127.8667,41.7611,108.0975,29.2457
2020-05-15,74.6108,90.0592,174.7716,67.324,120.0,53.24,8.453,39.1812,130.3697,41.5861,108.042,28.923
2020-05-18,76.8203,93.632,177.2602,68.8914,121.17,54.1,8.7191,40.2548,131.0562,42.4379,110.4267,29.2687
2020-05-19,76.538,93.016,176.1116,68.3694,122.74,54.0733,8.8546,39.0039,129.0661,41.5253,109.2714,29.0997
2020-05-20,77.6622,93.5165,177.9774,70.2324,125.0995,54.3007,8.9986,39.035,128.5533,41.3352,110.7503,28.923
2020-05-21,77.38,91.9072,176.4994,69.9926,122.59,55.0333,8.6939,38.9728,127.7538,41.0461,109.0218,28.6311
2020-05-22,77.6379,91.168,176.2595,70.3095,121.775,54.5067,8.9774,38.7021,126.5034,41.1602,109.068,28.8846
2020-05-26,77.1074,93.7552,174.4839,70.7578,120.8305,54.6653,8.6959,38.5496,126.871,41.3732,114.7155,28.8385
2020-05-27,77.3313,96.7736,174.6279,70.8837,120.175,54.2933,8.4742,38.1482,127.4923,41.9816,117.2111,28.731
2020-05-28,77.4043,95.8958,173.9081,70.8071,120.0,53.8,8.4286,38.3193,127.7811,42.3771,118.6438,29.3379
2020-05-29,77.6233,96.3655,176.3075,71.4047,122.2055,56.1833,8.821,38.5839,130.179,43.3506,116.4625,27.5403
2020-06-01,78.0491,95.8111,174.7814,71.1708,123.1125,59.1333,8.7183,38.338,128.7088,42.3998,116.8784,27.3328
2020-06-02,78.6818,97.328,177.7471,71.4047,123.65,58.8,8.818,38.5527,129.7677,42.9551,116.9061,27.7323
2020-06-03,79.132,99.3685,177.4592,71.6157,123.8,58.8747,8.7183,38.422,130.3103,43.2213,118.9858,27.74
2020-06-04,78.3776,99.2453,175.3957,70.3593,123.084,57.7333,8.7283,38.0424,128.1574,43.5407,118.459,27.5787
2020-06-05,80.5165,101.486,179.6666,71.653,123.965,58.99,8.8718,37.8059,128.9101,43.8753,120.2891,27.6708
2020-06-08,80.9813,104.1656,180.7223,72.076,126.3,62.9667,8.7497,37.6503,128.1049,44.1035,122.073,28.0319
2020-06-09,84.0473,101.5399,182.6419,72.3994,130.725,62.466,9.0647,37.7437,128.2012,44.0198,120.1597,27.8322
2020-06-10,85.41,99.9999,187.4023,72.6656,131.55,67.3,9.295,37.6223,129.3476,43.8601,121.0932,27.5095
2020-06-11,82.9109,92.246,180.8471,70.2598,129.1,65.0,8.9067,37.4948,124.7005,43.2061,115.0205,25.8425
2020-06-12,82.344,93.786,180.751,70.2399,126.805,61.2367,8.9267,36.7168,124.3855,42.8866,118.1447,25.927
2020-06-15,84.1422,93.994,183.688,71.3146,129.4,66.2707,9.2145,36.9036,124.0092,42.9323,117.7565,25.7811
2020-06-16,85.8358,96.9045,186.7496,72.3024,131.15,65.2667,9.0558,37.2458,127.0635,43.3278,119.79,25.6812
2020-06-17,85.2396,95.48,185.953,71.8849,131.8,65.7667,9.1784,36.9969,125.1469,43.1224,119.1245,25.7427
2020-06-18,85.7871,96.1268,189.2354,71.5535,133.1,67.466,9.2332,36.748,125.497,43.2897,119.3463,25.5813
2020-06-19,84.4537,94.0093,186.8744,70.7076,133.41,66.1267,9.1846,37.168,125.812,42.7041,118.117,25.6351
2020-06-22,88.1353,93.555,193.8422,72.2601,136.175,66.6,9.5258,38.1015,125.5845,42.3771,118.4312,25.4815
2020-06-23,88.8653,91.861,193.4871,72.794,138.1,66.4667,9.3952,37.557,125.0244,41.8295,119.3186,25.1665
2020-06-24,87.3445,89.5818,189.6961,71.2549,136.25,63.4,9.1809,37.3392,122.5214,41.0157,118.1724,24.8208
2020-06-25,88.9018,91.9226,193.2184,71.9018,137.9845,66.1333,9.4979,37.2489,122.5302,41.2895,118.0985,24.8131
2020-06-26,86.0524,90.2363,188.3044,68.0828,134.5,63.7267,9.1086,36.8569,120.4211,40.4301,116.6103,24.6057
2020-06-29,88.2083,92.477,190.9917,69.7139,134.655,67.1667,9.2706,37.0965,122.0751,41.6698,117.3868,25.1665
2020-06-30,88.5757,92.6464,194.9748,70.409,137.775,71.6867,9.4308,37.2707,123.0465,41.8751,116.1205,25.1281
2020-07-01,88.6001,91.2065,196.2704,71.7525,144.055,75.866,9.5048,37.2396,122.8715,41.6394,114.7433,26.0807
2020-07-02,88.7801,92.323,198.3819,73.2951,144.25,80.88,9.5945,37.1587,123.4316,41.6774,116.8229,26.5109
2020-07-06,91.3595,92.6618,203.3534,74.8276,153.65,95.484,9.8188,36.944,125.3657,42.0881,117.3683,26.5032
2020-07-07,91.2281,90.7214,200.6853,74.2529,150.6175,92.0667,9.8844,39.7818,125.1469,41.9056,115.076,26.1575
2020-07-08,93.002,90.86,204.9658,74.9371,154.8,90.7353,10.2475,39.0506,125.3832,42.1717,115.9171,25.9347
2020-07-09,93.3159,89.3123,205.8296,75.584,159.65,92.9,10.5091,40.0214,125.1469,41.5449,114.4567,25.735
2020-07-10,93.3669,91.168,205.6185,76.6289,160.2235,102.8,10.4571,40.6966,125.1381,41.9372,115.5104,26.0038
2020-07-13,93.5616,91.9765,200.3302,75.5591,155.95,101.9333,10.1478,40.3419,127.0985,41.9218,115.5844,27.3328
2020-07-14,95.1725,93.5396,200.5893,76.0318,154.35,104.402,10.4157,41.1664,129.899,42.8064,116.8599,27.4097
2020-07-15,94.6177,94.71,198.6698,75.3909,149.9,100.7333,10.1254,41.1913,129.4614,42.3449,117.6918,27.425
2020-07-16,93.7198,95.2798,195.4066,74.8873,148.3015,99.2027,10.0643,41.2909,131.4305,42.8987,116.9154,27.5095
2020-07-17,93.7928,96.6196,195.0035,75.5591,148.1775,100.452,10.1702,41.0109,130.6604,43.4141,117.4422,27.9628
2020-07-20,95.8246,101.8324,204.3516,77.8231,160.4,110.8667,10.4832,40.9175,131.0542,42.9218,117.6456,28.1779
2020-07-21,94.5836,96.8737,202.2017,77.4211,156.95,105.3333,10.3359,41.266,131.0542,43.0295,116.712,28.1164
2020-07-22,94.4863,98.8295,198.6794,77.8132,154.155,110.4667,10.392,41.2287,131.273,42.9987,116.7028,29.8449
2020-07-23,90.6295,98.0672,195.4066,75.6616,149.5,98.966,10.073,40.9113,131.0104,42.8449,116.3331,29.6298
2020-07-24,89.9603,96.5965,192.7193,75.0471,150.1,93.4667,10.1186,40.7588,129.5227,43.7679,115.7323,28.6157
2020-07-27,92.7051,97.405,196.0785,76.3602,152.9115,102.8667,10.4107,40.8273,129.0413,43.7679,117.9136,29.3839
2020-07-28,91.1891,96.0344,194.3509,74.8381,150.35,98.084,10.311,41.0731,128.5162,44.2755,115.9633,29.9985
2020-07-29,92.6856,96.5041,195.8289,76.0308,152.3,100.0767,10.4324,40.7215,128.3675,44.2064,114.6046,30.1829
2020-07-30,99.6571,95.3799,196.9422,76.9275,160.23,100.4,10.7013,40.5441,128.8225,44.1679,113.1904,29.9902
2020-07-31,104.0103,94.4251,197.2302,74.0514,157.9025,95.0333,10.5714,40.2641,127.5623,44.2064,109.9923,29.7575
2020-08-03,105.9959,95.8573,207.4996,73.8175,155.5125,99.0,10.9754,40.1956,128.9013,44.0756,111.7855,29.6955
2020-08-04,106.7381,96.866,204.4284,73.1214,156.685,99.4667,11.1895,40.513,128.7088,44.5448,113.6064,29.5946
2020-08-05,106.9206,96.5811,203.9677,73.6434,159.65,98.8,11.2605,40.4041,130.5641,44.2218,116.0003,30.2695
2020-08-06,111.2033,97.1201,207.4516,74.9371,161.1895,99.4933,11.2892,40.1863,129.2601,44.491,118.6253,29.742
2020-08-07,108.6025,97.3261,203.6701,74.3922,158.1,96.7333,11.177,40.4539,129.7852,45.0217,120.1227,29.8118
2020-08-10,109.68,99.0656,199.9655,74.1245,157.0005,94.2,11.1085,41.042,129.3476,45.3756,120.6865,29.7808
2020-08-11,107.2983,98.9564,196.2224,73.8429,154.5,97.5487,10.8792,40.597,128.7875,45.0756,123.6258,29.3852
2020-08-12,110.309,98.4884,200.4933,75.0366,157.9,104.3333,11.3844,41.0358,131.2642,45.1063,126.1122,29.6722
2020-08-13,112.0179,97.6537,200.6374,75.5342,158.35,109.0,11.4437,41.2726,129.6802,45.0602,125.3728,29.6334
2020-08-14,111.9667,97.5367,200.3494,74.8689,157.4,109.754,11.5621,41.5881,129.6539,45.2525,124.0602,29.5558
2020-08-17,111.896,97.2013,201.933,75.586,159.3005,122.4,12.3795,42.8504,130.4066,45.2063,125.2711,29.6955
2020-08-18,112.8346,97.4587,203.3726,77.4693,165.95,126.3333,12.2262,41.9537,131.3167,45.4986,125.7795,29.8428
2020-08-19,112.7395,96.4914,201.3947,76.7807,162.5,124.6667,11.8377,41.2413,131.6143,45.3833,124.9753,29.6644
2020-08-20,116.1744,96.1014,206.4456,78.6641,165.05,133.9993,12.1365,40.8039,132.8045,45.5217,123.9401,30.1764
2020-08-21,121.6351,96.078,206.4649,78.4451,164.125,136.1667,12.6436,41.0851,134.2923,45.3063,123.6998,30.1376
2020-08-24,123.3781,98.0437,205.6182,78.9029,165.375,133.3347,12.691,41.0195,133.8182,45.8063,125.5207,29.7498
2020-08-25,121.8009,97.2403,209.3415,79.9055,167.3,136.5333,12.7097,40.7945,134.0649,45.6986,124.5871,29.7187
2020-08-26,123.1831,96.9204,212.5261,81.9029,171.15,142.8,12.6984,40.7789,134.0825,45.7294,124.6795,29.3696
2020-08-27,122.1105,97.3183,219.6936,81.0336,170.2755,149.8,12.5636,43.2565,134.7785,45.7448,124.393,29.2688
2020-08-28,122.3738,97.7395,219.838,81.5461,170.09,147.7993,13.1022,43.7877,135.448,45.5602,123.3948,29.4084
2020-08-31,126.1134,96.1794,217.0671,81.0575,173.25,171.5833,13.3389,43.4908,135.0075,45.4756,122.4057,29.3076
2020-09-01,131.6424,96.4836,219.3569,82.6,175.675,160.33,13.8301,46.4121,133.3865,45.4448,122.2856,28.5939
2020-09-02,128.2684,100.0796,222.8397,85.5358,176.45,145.7533,14.2649,46.1028,135.2278,46.5601,122.4889,28.943
2020-09-03,114.2753,96.1404,205.8684,80.6096,165.7,126.8,12.3145,44.1626,130.7437,46.2909,120.1135,28.2215
2020-09-04,117.0154,95.415,205.5028,78.3207,162.5,130.5,12.4528,44.6718,131.0432,46.5755,123.0897,28.2139
2020-09-08,109.6825,94.0577,195.3046,75.474,156.95,108.05,11.872,43.1784,129.5455,45.9602,121.3243,27.9655
2020-09-09,115.5722,95.7114,204.5888,77.2758,164.0,124.9933,12.818,43.9845,132.5408,46.3447,121.2041,28.2293
2020-09-10,111.2622,94.1903,198.8644,76.0248,159.55,125.2,12.3643,42.9128,129.6425,45.8448,120.3261,27.7639
2020-09-11,109.2047,94.6193,195.7857,75.2362,155.4,124.5833,12.0936,42.7254,130.0301,45.9986,121.3983,28.2758
2020-09-14,113.0564,94.9392,197.9023,75.2546,155.45,141.15,12.9202,42.8504,131.1753,46.3832,123.6443,28.7801
2020-09-15,111.9155,95.4774,201.7987,76.2308,157.8,148.6667,12.9439,43.0128,131.281,46.614,123.8846,28.7413
2020-09-16,109.9945,96.9595,197.7195,75.3685,154.3,148.2467,12.5593,42.7972,130.9022,46.5217,123.8846,28.7413
2020-09-17,107.5957,97.4665,194.9198,74.1534,150.4215,141.2333,12.4396,42.9753,129.5632,46.4601,124.7812,28.6172
2020-09-18,104.2705,95.8674,192.4568,72.0362,147.3375,149.8333,12.1475,42.3505,131.6775,46.4294,124.088,28.4698
2020-09-21,108.1905,94.0577,196.4591,71.5525,149.0,141.0133,12.5363,43.0253,128.0831,45.8986,120.3723,27.9655
2020-09-22,107.8492,93.8393,199.5186,72.4492,155.905,131.6933,12.489,43.0378,127.1758,45.8986,122.2394,28.1129
2020-09-23,102.9736,92.443,192.3702,69.8119,148.65,122.61,11.978,42.3348,127.7308,45.314,123.2006,27.8957
2020-09-24,106.289,92.638,196.9883,70.6578,152.3935,131.25,12.4391,42.8066,128.1448,45.6832,121.8696,27.8337
2020-09-25,109.4582,92.5522,199.2492,71.6555,154.37,135.2667,12.7894,42.7254,128.4884,45.614,122.9049,27.9655
