,Apple,IBM,Microsoft,Google,Amazon,Tesla,Nvidia,Walmart,Johnson & Johnson,Verizon,AT&T,Pfizer
2015-10-07,24.96,94.4637,40.8342,33.3386,27.096,15.46,0.6325,18.4083,72.9848,27.3032,107.7762,21.4091
2015-10-08,24.6536,95.8572,41.49,33.1719,26.5945,15.0,0.6362,18.5553,73.1772,27.4649,108.4525,21.2674
2015-10-09,25.228,96.0842,41.0441,33.4167,26.9875,14.6787,0.6323,18.4638,73.2387,27.4897,107.7101,21.4155
2015-10-12,25.1492,95.296,41.0354,33.6585,27.5,14.3,0.6413,18.5692,74.0392,27.5333,108.0928,21.3898
2015-10-13,25.0523,94.0539,40.8255,33.8411,27.3125,14.6,0.642,18.5026,73.2849,27.5022,106.0547,21.19
2015-10-14,24.8676,94.3881,40.8168,33.8511,27.2215,14.4933,0.6673,16.6302,72.7539,27.3343,105.3682,21.2996
2015-10-15,25.2145,94.8925,41.1665,34.4915,28.15,14.8667,0.6683,16.4277,74.778,27.7821,107.5566,21.9567
2015-10-16,24.9937,94.7664,41.56,34.5825,28.57,15.11,0.6773,16.3056,75.6092,27.8318,108.874,22.1693
2015-10-19,25.1402,89.5331,41.6649,34.8064,28.6725,15.15,0.677,16.3195,75.2783,27.8629,108.5139,22.1951
2015-10-20,25.5749,88.1775,41.7349,33.876,28.0245,14.1107,0.6751,16.2973,75.109,28.1055,107.337,21.9052
2015-10-21,25.6222,88.953,41.2627,33.5376,27.9665,14.0667,0.6729,16.2668,74.9242,27.9002,108.0309,21.4606
2015-10-22,26.2416,91.1094,45.3024,36.96,30.905,14.2,0.6916,16.3777,76.6944,28.7336,109.9895,21.4735
2015-10-23,26.843,91.2733,46.2905,35.8141,29.85,14.0,0.6928,16.1752,77.4102,28.6528,110.4374,21.9374
2015-10-26,25.9488,90.5798,47.4534,36.4127,30.426,14.38,0.6906,16.1198,76.7791,28.7958,110.0773,22.0985
2015-10-27,25.9601,86.8345,46.8851,36.4211,30.5865,14.0327,0.7035,15.9339,76.9638,28.7585,109.6382,22.5495
2015-10-28,26.8048,88.7008,47.1824,36.6177,30.8525,14.1867,0.705,15.9838,77.11,28.858,110.982,22.8394
2015-10-29,27.1742,88.6063,46.7102,37.0232,31.3375,14.0,0.6734,16.0227,78.0028,28.858,108.2417,22.4142
2015-10-30,26.8678,88.2595,46.0894,36.6376,31.206,13.7927,0.6897,15.8923,77.9181,29.2125,107.6971,21.7441
2015-11-02,27.3116,88.4928,46.4916,37.1695,31.425,14.2633,0.6977,15.9811,78.6496,29.0943,108.2944,22.5752
2015-11-03,27.5976,89.5205,47.3048,37.2606,31.2655,15.1333,0.6967,16.117,78.4723,28.858,108.3734,22.5301
2015-11-04,27.5368,89.5331,47.4709,37.6825,32.11,15.4453,0.6807,16.178,78.321,28.773,108.0309,22.1823
2015-11-05,27.4426,88.2721,47.5496,37.8502,32.835,15.46,0.74,16.2751,78.757,28.7336,107.943,22.1693
2015-11-06,27.386,88.052,48.0218,37.9139,32.98,15.5,0.767,16.3334,78.4338,28.46,107.9606,21.8055
2015-11-09,27.239,86.2509,47.3048,37.5566,32.731,14.9993,0.7636,16.2224,77.6257,28.1303,108.0309,21.8575
2015-11-10,26.3183,86.2127,46.7452,37.7303,32.9625,14.44,0.7453,16.2973,77.9104,27.9935,108.5491,21.9809
2015-11-11,26.2323,85.9199,46.9113,38.0955,33.7225,14.6267,0.7402,15.9922,78.3953,28.1303,108.2329,21.916
2015-11-12,26.1486,84.8252,46.4566,37.4691,33.1845,14.1927,0.739,15.7148,76.9792,27.8132,106.9154,21.6951
2015-11-13,25.0877,83.2278,45.8183,36.4261,31.9245,13.702,0.7171,15.5761,76.4481,27.3654,106.5114,21.5132
2015-11-16,25.8002,85.0925,47.0162,37.3193,32.35,14.28,0.7412,16.1142,77.8873,27.9686,107.1877,21.5197
2015-11-17,25.7279,85.2516,46.6491,37.4188,32.1985,14.3167,0.7388,16.6219,78.1952,28.0557,108.1626,21.3314
2015-11-18,26.5807,86.4545,47.459,37.8666,33.2225,14.7193,0.7661,16.9076,79.188,28.2236,109.2956,21.5067
2015-11-19,26.8001,86.9382,47.4062,37.8139,33.1,14.738,0.7593,16.8299,78.8802,28.4227,108.8126,21.0456
2015-11-20,27.0218,87.9629,47.7143,38.7051,33.5,14.664,0.7654,16.6968,79.442,28.2423,108.601,20.8637
2015-11-23,26.6214,88.1475,47.7583,38.6628,33.9425,14.5167,0.7564,16.7495,79.6745,27.95,108.1363,20.4025
2015-11-24,26.8408,87.9884,47.7055,38.297,33.6,14.4733,0.7576,16.5886,79.1086,28.1055,108.9267,20.8052
2015-11-25,26.7074,87.8292,47.3181,38.305,33.85,15.358,0.7596,16.7689,79.0776,28.006,109.3483,21.4093
2015-11-27,26.6739,88.1156,47.5382,38.4125,33.605,15.3793,0.7661,16.5913,79.2714,28.2112,109.2341,21.2469
2015-11-30,26.8137,88.733,48.0488,38.0657,33.315,15.3667,0.7771,16.3583,78.9148,28.2796,109.2781,21.4288
2015-12-01,26.5106,89.8659,48.6387,39.0111,33.9725,15.82,0.7974,16.3666,79.4342,28.3356,110.859,21.8055
2015-12-02,26.3386,88.9176,48.7003,38.718,33.88,15.532,0.7932,16.3586,79.451,28.0681,110.4374,21.4353
2015-12-03,26.1192,88.402,47.8023,38.3642,33.422,15.5667,0.7913,16.5265,78.2868,27.7883,109.7197,21.156
2015-12-04,26.9313,89.1976,49.1404,38.8195,33.62,15.3933,0.8259,16.7027,79.8606,28.3667,110.5779,21.2924
2015-12-07,26.7526,88.7896,49.1316,38.4632,33.4505,15.3933,0.8096,16.9349,80.256,28.659,109.9192,21.2144
2015-12-08,26.8047,88.0201,49.1845,38.5702,33.9,15.18,0.8169,16.6775,79.3799,28.4227,108.8038,21.2534
2015-12-09,26.1961,87.0146,48.6563,38.0159,33.235,14.9873,0.7981,16.5041,79.1551,28.2112,108.8213,20.8897
2015-12-10,26.3364,87.0655,48.7267,37.8218,33.133,15.1653,0.8076,16.6579,79.5738,28.149,109.6909,21.0975
2015-12-11,25.5514,85.4935,47.4062,37.2969,31.805,14.4333,0.7859,16.5181,78.8838,27.8505,108.6193,20.8052
2015-12-14,25.4044,86.5118,48.5594,37.9751,32.9185,14.572,0.7959,16.9097,79.1939,28.2983,107.5917,21.0391
2015-12-15,24.9949,88.1699,48.5946,37.8293,33.0275,14.7267,0.8027,16.6887,80.7289,28.4371,107.4611,21.0391
2015-12-16,25.1714,88.6503,49.3693,38.6628,33.75,15.5833,0.8093,16.8398,81.5584,28.8642,111.2455,21.2079
2015-12-17,24.5741,86.6836,48.9028,38.306,33.405,15.4733,0.8035,16.4789,80.2327,28.6092,109.6118,20.9481
2015-12-18,24.0538,85.9836,47.7583,37.7034,33.1935,15.3567,0.7842,16.4621,79.1474,28.3667,109.2517,20.8897
2015-12-21,24.3479,86.27,48.4186,37.9487,33.325,15.5333,0.8032,16.6747,78.7597,28.6092,109.4801,21.1105
2015-12-22,24.2778,87.7847,48.9028,38.1303,33.165,15.3467,0.7993,16.9405,79.5427,28.8331,110.2969,21.195
2015-12-23,24.5787,88.1411,49.0788,38.1652,33.1025,15.3133,0.8101,17.0915,80.2327,29.169,111.6758,21.13
2015-12-24,24.4339,87.8292,48.9644,38.0657,33.16,15.3933,0.8093,17.0188,80.38,29.0508,110.4638,21.1942
2015-12-28,24.176,87.581,49.2813,38.9489,33.76,15.2973,0.8086,17.0188,80.0234,29.1068,109.322,21.0391
2015-12-29,24.59,88.9621,49.7919,39.5087,34.6625,15.86,0.8242,17.2174,80.6514,29.3804,109.5767,21.3249
2015-12-30,24.3276,88.6821,49.7127,39.3246,34.45,15.9133,0.8193,17.265,80.4576,29.0881,108.2241,21.2599
2015-12-31,23.857,87.511,48.9028,38.713,33.8275,16.0,0.8093,17.1754,79.597,28.8207,108.066,20.9156
2016-01-04,23.9204,86.6518,48.3305,37.8666,31.955,14.9727,0.793,17.2454,78.2248,28.6466,107.1526,20.8117
2016-01-05,23.1309,86.4927,48.5154,37.893,31.725,14.9167,0.8074,17.6258,78.2325,28.9202,106.3972,20.9546
2016-01-06,22.839,86.2381,47.6703,37.8791,31.76,14.7593,0.7705,17.7797,78.0387,28.7377,103.9731,20.5909
2016-01-07,21.6288,84.5197,45.8832,36.8938,30.3,14.334,0.7335,18.1713,76.8448,28.5551,101.9355,20.3246
2016-01-08,21.9455,83.7751,46.0064,36.3694,30.418,14.05,0.7217,17.7349,75.9765,28.2843,99.3006,20.0907
2016-01-11,22.3391,84.8825,46.0857,36.551,30.9,13.8287,0.7232,18.0146,75.6431,28.3725,100.4336,20.2206
2016-01-12,22.6875,84.6088,46.4642,37.0461,30.964,14.066,0.7393,17.7964,76.1005,28.2654,102.2517,20.1362
2016-01-13,22.0111,83.5014,45.5047,35.8409,29.05,13.4,0.7137,17.3293,75.2245,27.8561,100.9957,19.7594
2016-01-14,22.4522,84.5197,46.4554,36.3753,29.85,13.8033,0.6959,17.6398,76.5967,28.2591,102.1375,20.2011
2016-01-15,21.9726,82.795,44.9236,35.3533,28.535,13.65,0.662,17.3685,75.4958,28.0513,98.879,20.0387
2016-01-19,21.8301,78.429,44.237,35.7807,28.75,13.6627,0.6615,17.4971,75.5113,28.2402,101.022,20.0063
2016-01-20,21.9952,77.8053,45.1173,35.8195,28.75,13.346,0.671,17.2398,74.3097,28.0828,97.9392,19.9933
2016-01-21,21.8188,78.2826,44.4659,36.1002,28.6625,13.2733,0.6783,17.2594,74.3794,28.8888,97.5791,19.8699
2016-01-22,23.0698,78.028,46.1737,37.17,29.8715,13.5033,0.6929,17.5363,75.0074,29.6318,101.8389,19.9673
2016-01-25,22.4974,77.6971,45.4606,36.5082,29.911,13.1267,0.6949,17.7489,74.7361,29.594,99.687,19.8114
2016-01-26,22.0382,77.7416,45.7071,36.3241,29.91,12.7667,0.7003,17.8076,77.9922,30.2488,100.4336,19.9088
2016-01-27,21.2442,76.9842,45.4166,36.7719,29.8,12.5667,0.6893,17.8888,79.2326,30.8092,101.2855,19.8114
2016-01-28,21.1854,77.7352,47.7583,36.8222,27.5,12.4327,0.6844,17.9279,79.0078,30.7085,101.9882,19.5321
2016-01-29,21.9862,79.25,48.4274,38.0408,29.333,12.76,0.7149,18.5461,80.8607,31.3256,105.4223,19.7724
2016-02-01,21.7735,79.3815,48.0224,39.9665,28.6625,13.088,0.7137,18.879,80.4731,31.8923,105.7473,19.74
2016-02-02,21.4387,78.2444,46.5699,38.934,27.55,12.2133,0.6837,18.7028,80.0854,31.4263,104.0785,19.5386
2016-02-03,21.7238,79.39,45.8304,37.4188,26.61,11.572,0.6828,18.5601,80.7056,31.8923,100.7091,19.4737
2016-02-04,21.9476,81.1339,45.4958,36.144,26.4665,11.4467,0.6883,18.5797,80.5506,31.6845,99.1161,19.0013
2016-02-05,21.3677,81.7831,44.1489,34.8647,25.005,10.8333,0.6466,18.7419,77.9534,32.0749,96.9555,19.0866
2016-02-08,21.5269,81.3987,43.4094,34.9801,24.27,9.75,0.6161,18.7,79.0776,31.9489,95.4152,18.7257
2016-02-09,21.6292,79.952,43.4887,34.9632,24.15,9.6667,0.6234,18.4091,78.9923,31.6089,93.8288,19.126
2016-02-10,21.379,77.0394,43.7088,35.1697,24.75,10.4967,0.6193,18.3307,78.5349,31.3445,93.7761,19.29
2016-02-11,21.2881,75.7406,43.8848,35.1548,25.205,10.112,0.6185,18.3195,78.8062,31.3507,91.0885,19.1522
2016-02-12,21.3449,77.7981,44.4482,35.1553,25.36,9.9967,0.6092,18.5126,78.783,31.5522,92.4498,19.2637
2016-02-16,21.9135,78.9554,45.4707,35.7693,26.1605,10.3307,0.6585,18.4286,79.4652,31.7034,94.0923,19.618
2016-02-17,22.3479,81.0772,46.5877,36.3992,26.743,11.3447,0.7237,18.4762,79.4652,31.6971,94.9706,19.4999
2016-02-18,21.8839,85.1664,46.2774,35.7051,26.238,11.1333,0.7335,17.9167,80.8452,32.1126,94.3733,19.395
2016-02-19,21.8112,85.4107,45.9849,35.9235,26.799,11.128,0.7442,18.1265,81.3258,32.0182,92.3971,19.3818
2016-02-22,21.9817,85.5779,46.4991,36.2768,27.93,11.7967,0.7661,18.3503,81.7319,32.0497,93.8727,19.6705
2016-02-23,21.4473,85.1278,45.32,35.6723,27.5875,11.7667,0.7642,18.5825,81.0525,31.8293,92.2215,19.6246
2016-02-24,21.8976,85.6937,45.9317,35.9758,27.84,11.95,0.7808,18.8035,82.1847,32.0497,91.2769,19.8083
2016-02-25,21.9749,86.4781,46.0647,36.2803,27.75,12.414,0.7805,19.0329,83.0046,32.2386,92.4667,20.0577
2016-02-26,22.0318,84.8128,45.4264,36.0255,27.65,12.6507,0.771,18.5937,82.4659,32.1252,92.3444,19.8018
2016-02-29,22.0136,84.2727,45.0185,35.6922,27.6525,12.7533,0.7687,18.5461,82.1535,31.9426,91.431,19.4868
2016-03-01,22.8915,86.3945,46.6143,36.9705,29.056,12.3167,0.8037,18.5937,83.6371,32.3708,93.7146,19.7165
2016-03-02,22.9028,87.5389,46.9246,36.7958,28.9275,12.5,0.8069,18.5098,83.5825,32.8242,93.9693,19.6246
2016-03-03,23.1644,88.6255,46.4015,36.3943,28.8745,13.0133,0.8045,18.4818,83.3092,32.629,95.357,19.6115
2016-03-04,23.4237,88.5998,46.0558,36.3335,28.78,13.3967,0.7988,18.6077,82.8875,32.6038,96.4745,19.4999
2016-03-07,23.128,90.1429,45.2136,35.4284,28.1125,13.7,0.7954,18.9909,83.3482,32.8619,94.7773,19.5524
2016-03-08,22.9802,89.5,45.8076,35.4732,28.015,13.5233,0.7775,19.0412,82.9656,33.0319,92.9868,19.3293
2016-03-09,23.012,90.5223,46.836,36.0957,27.9625,13.92,0.7773,18.9962,83.5356,32.9249,93.4511,19.5131
2016-03-10,23.0029,90.1236,46.2331,36.4535,27.9375,13.6267,0.7758,18.9991,83.6449,32.9438,93.9693,19.4147
2016-03-11,23.2486,91.3967,47.0399,36.9904,28.45,13.8347,0.789,18.9286,83.9729,33.0319,95.963,19.9461
2016-03-14,23.335,91.7696,47.1108,37.3392,28.6785,14.3833,0.791,18.9793,84.0666,33.1264,95.6908,19.7493
2016-03-15,23.7944,91.9175,47.5009,37.3656,28.852,14.5467,0.7898,19.2301,84.1447,33.1327,94.1625,19.4081
2016-03-16,23.9809,93.0748,48.1835,37.7173,28.47,14.81,0.805,19.1597,83.8792,33.4979,94.3945,19.0735
2016-03-17,24.1083,94.5408,48.5292,37.8169,27.925,15.21,0.8035,19.016,83.3873,33.7749,94.7949,19.2899
2016-03-18,24.056,94.6436,47.4211,37.583,27.6,15.4733,0.828,18.8525,83.9417,33.5231,93.6268,19.3884
2016-03-21,24.0969,95.5631,47.687,37.9263,27.6935,15.9,0.8307,19.1766,83.9807,33.6364,94.1499,19.7296
2016-03-22,24.2356,95.0101,47.8377,37.8194,28.035,15.5333,0.8302,19.1202,83.926,33.4916,95.3834,19.9199
2016-03-23,24.1356,93.3063,47.7845,37.6671,28.425,14.6893,0.8439,18.954,84.7225,33.372,94.9442,19.7952
2016-03-24,24.0378,95.1259,48.0682,37.5706,29.1725,15.2167,0.8427,19.1738,84.4961,33.7497,93.3808,19.7033
2016-03-28,23.9036,95.3509,47.492,37.474,29.001,15.3333,0.8559,19.185,84.5117,33.586,96.0333,19.5459
2016-03-29,24.4995,96.0582,48.5736,38.1234,29.7,15.4133,0.8694,19.1794,85.2301,34.0268,96.9336,19.7886
2016-03-30,24.9179,95.2287,48.8129,38.1851,29.8955,15.1233,0.8801,19.3569,85.0973,34.0142,96.3566,19.7821
2016-03-31,24.7974,97.4084,48.9371,38.0159,29.7005,15.5493,0.874,19.3062,84.4102,34.0772,95.1846,19.5065
2016-04-01,25.018,98.0192,49.141,38.298,29.92,15.83,0.8902,19.464,85.1442,34.0268,92.6125,19.723
2016-04-04,25.2454,97.1641,48.9371,38.0716,29.63,15.76,0.8748,19.4697,84.6835,34.222,90.7159,20.7466
2016-04-05,25.043,96.4439,48.4849,37.7726,29.375,17.1667,0.8792,19.3485,84.6444,34.1842,88.7835,20.6678
2016-04-06,25.2182,96.4439,48.8484,38.3642,30.1075,17.7533,0.8814,19.4556,85.4409,34.0488,89.2398,21.5667
2016-04-07,24.6518,95.3059,48.2456,37.7945,29.5425,17.0273,0.8669,19.2273,85.2066,33.0561,87.7905,21.5208
2016-04-08,24.6928,96.0389,48.219,37.7905,29.7055,16.6667,0.8752,19.1625,85.0505,33.2088,90.0539,21.2387
2016-04-11,24.7223,95.801,48.1303,37.6955,29.8,16.62,0.8699,18.9737,85.0661,32.7698,87.7368,20.9762
2016-04-12,25.1226,96.206,48.4495,38.0159,30.1975,16.49,0.8821,19.3739,85.5815,33.0561,91.0821,20.9565
2016-04-13,25.5024,97.3376,49.0434,38.4339,30.74,16.9913,0.9046,19.5091,85.8095,32.6107,93.25,21.2912
2016-04-14,25.5184,97.1576,49.1941,38.5906,31.0525,16.7887,0.9066,19.3879,85.8938,32.7062,93.9008,21.3568
2016-04-15,24.927,97.4405,49.336,38.8369,31.3195,16.9253,0.911,19.4499,85.8313,32.7253,92.7453,15.4254
2016-04-18,24.438,93.0941,50.0896,39.234,31.7245,16.848,0.8988,19.6726,87.1978,32.8652,93.042,21.4027
2016-04-19,24.2629,92.3933,49.5665,38.5881,31.39,16.3333,0.889,19.6247,88.127,33.1389,93.6682,21.5799
2016-04-20,24.3471,94.1164,49.336,38.5633,31.624,16.66,0.8926,19.5232,88.6502,32.8652,93.8024,21.7964
2016-04-21,23.9263,95.4795,46.9157,36.451,31.175,16.4887,0.8885,19.2442,88.6112,31.8153,94.3302,21.7045
2016-04-22,24.0196,95.4795,46.0381,36.7097,30.9925,16.9173,0.889,19.3654,88.4628,32.1589,96.1285,21.9014
2016-04-25,23.9058,95.6788,46.2154,36.9336,31.3245,16.742,0.9007,19.6106,88.6034,32.2926,96.03,21.9276
2016-04-26,21.8589,95.4859,45.4618,35.9315,30.546,16.7667,0.8934,19.5288,88.1661,32.0699,96.0122,21.5864
2016-04-27,22.2888,96.4375,45.2136,36.2554,30.8265,16.79,0.9159,19.5627,88.0568,32.8907,95.1667,21.7701
2016-04-28,21.6247,94.6951,44.3802,35.3777,33.9,16.5507,0.8919,19.4725,87.8459,32.4707,92.1473,21.7504
2016-04-29,21.2881,93.6278,44.1586,35.2234,33.0175,15.9533,0.8701,18.8103,87.4789,32.4835,91.2194,21.4552
2016-05-02,21.3358,93.4027,44.8235,35.523,34.206,16.12,0.8816,19.0019,87.9162,32.6298,91.6732,21.488
2016-05-03,21.6429,92.6004,44.1675,35.2244,33.647,15.4387,0.8723,18.8948,87.9943,32.2671,90.7607,22.1769
2016-05-04,21.4655,92.7533,44.2384,35.406,33.597,15.2333,0.8522,18.9314,87.6273,32.3753,90.4252,22.026
2016-05-05,21.3289,94.1679,44.327,35.5633,32.8685,14.05,0.8605,18.9342,88.0802,32.3117,90.5996,21.9998
2016-05-06,21.2054,95.5822,44.6639,36.0902,33.7055,14.3267,0.8657,19.233,87.9006,32.5471,91.1364,22.0195
2016-05-09,21.2008,95.6081,44.2207,36.2813,33.9255,13.8667,0.864,19.4443,88.7751,32.4516,91.8137,22.19
2016-05-10,21.3495,97.1984,45.1427,36.7331,35.15,13.88,0.8877,19.3429,89.5404,32.7952,93.7756,22.2097
2016-05-11,21.1344,96.6467,45.3022,36.3739,35.69,13.894,0.8877,18.8411,89.3217,32.5407,88.2109,21.9605
2016-05-12,20.599,96.5363,45.6746,36.1778,35.86,13.78,0.9352,18.9235,89.1656,32.738,90.698,21.9472
2016-05-13,20.6814,95.8808,45.2402,36.0798,35.5125,13.8,1.0011,18.4351,88.6658,32.3816,89.2756,21.9737
2016-05-16,21.4983,97.0101,45.9494,36.339,35.55,13.888,1.0371,18.7361,89.3764,32.5789,90.197,22.126
2016-05-17,21.3976,96.2183,45.0983,35.8564,34.75,13.6867,1.0352,18.4948,88.8845,32.388,90.0092,21.9538
2016-05-18,21.6859,95.4264,45.3751,35.9161,34.8925,14.04,1.0609,18.0462,88.5721,32.0635,90.8322,21.9803
2016-05-19,21.5807,94.0763,44.9108,35.5931,34.9675,14.574,1.0665,19.6333,88.1192,31.6244,89.1145,22.1326
2016-05-20,21.7683,95.6406,45.259,35.9061,35.165,14.6547,1.0863,19.7611,88.6586,31.6181,90.0092,22.3643
2016-05-23,22.0932,94.9331,44.7144,35.7394,34.8235,14.38,1.0868,19.7071,88.2025,31.2172,89.0608,22.2915
2016-05-24,22.4708,96.2507,46.2948,36.4933,35.249,14.5233,1.1151,19.9428,88.7215,31.6117,90.036,22.51
2016-05-25,22.7797,98.4316,46.5358,36.7271,35.4,14.6333,1.1085,20.0109,89.2798,31.7199,91.7178,22.7351
2016-05-26,23.0062,98.9509,46.3394,36.7346,35.763,15.0327,1.121,20.133,88.7844,31.9108,91.4943,22.7152
2016-05-27,22.9376,99.23,46.6965,37.1949,35.6175,14.8433,1.1269,20.0876,88.9102,32.248,89.5976,22.9138
2016-05-31,22.8712,99.6908,47.0001,37.1496,36.1325,14.8733,1.147,20.116,88.6193,32.4516,92.1473,22.9734
2016-06-01,22.4937,98.9833,47.2233,37.2008,35.9675,14.6367,1.1539,20.0166,88.5327,32.1017,93.042,23.0065
2016-06-02,22.377,99.7622,46.8483,36.7749,36.4315,14.6967,1.1473,20.1443,90.0898,32.2926,92.8809,23.0727
2016-06-03,22.4067,99.2365,46.1698,36.6416,36.2675,14.5673,1.1429,20.1245,90.2392,32.4198,92.5947,22.9138
2016-06-06,22.5669,99.1326,46.5448,36.3271,36.2505,14.668,1.1352,20.1813,91.0335,32.2735,94.4197,23.0727
2016-06-07,22.6539,99.9699,46.4912,36.6271,36.2185,15.5133,1.1384,20.1898,91.0099,32.9289,94.375,23.086
2016-06-08,22.6081,100.4697,46.4287,36.9958,36.3435,15.7233,1.1355,20.238,91.065,32.7698,94.5181,23.3375
2016-06-09,22.8095,99.535,46.0358,36.9471,36.3775,15.088,1.1627,20.204,91.9221,32.9989,93.4893,23.3706
2016-06-10,22.6424,98.8211,45.9376,36.4734,35.9,14.7267,1.1355,20.1983,92.0086,33.597,92.3263,23.3375
2016-06-13,22.2534,97.4969,44.7233,36.349,35.749,14.5133,1.1488,19.9967,91.9929,33.387,90.9754,22.9072
2016-06-14,22.2763,98.0032,44.4555,36.4485,35.9245,14.28,1.151,20.1585,92.0479,33.6797,90.4296,23.1853
2016-06-15,22.2076,97.802,44.384,36.4331,35.82,14.532,1.16,20.1869,91.5368,33.6224,91.6821,23.033
2016-06-16,22.3358,98.185,45.018,36.0683,35.9225,14.5353,1.1694,20.2437,91.9939,33.9788,91.2438,23.0396
2016-06-17,21.7454,98.6458,44.7501,35.0254,35.2125,14.33,1.1468,20.133,90.829,34.2015,92.362,22.6953
2016-06-20,21.7569,100.2166,44.8215,35.1572,35.7075,14.696,1.1677,20.1898,91.7727,34.2524,94.6523,22.841
2016-06-21,22.0498,99.6324,45.6787,35.2692,35.701,12.85,1.1588,20.2892,91.3323,34.4178,95.8332,22.9999
2016-06-22,21.9285,99.4442,45.5894,35.4409,35.6275,13.1867,1.1623,20.4425,91.7491,34.4242,95.2786,22.9403
2016-06-23,21.9559,100.8332,46.2501,35.4533,36.0375,13.0,1.1905,20.3999,92.5906,34.7869,98.4098,22.841
2016-06-24,21.3404,95.1473,44.3215,34.081,34.95,12.7333,1.1122,20.3346,90.6482,34.5515,93.0062,22.3842
2016-06-27,21.0566,93.1482,43.268,33.9148,34.6,13.22,1.1134,20.2352,92.1502,34.7996,89.6875,22.3445
2016-06-28,21.4136,94.5761,44.134,34.381,35.375,13.4567,1.1294,20.3005,92.9759,34.9332,89.1861,22.8079
2016-06-29,21.5898,96.4325,45.1787,34.6124,35.8295,14.0167,1.1478,20.5929,93.8803,35.1559,90.8233,23.1919
2016-06-30,21.8301,98.3342,45.634,35.007,35.726,13.7333,1.1515,20.7292,95.2014,35.5059,89.4634,23.3706
2016-07-01,21.9582,98.8924,45.6787,35.3428,36.2835,14.41,1.1456,20.6781,95.3823,35.7923,89.195,23.5494
2016-07-05,21.7454,98.4706,45.7144,35.0746,36.407,14.0933,1.1681,20.7661,96.1529,36.0404,88.7214,23.7083
2016-07-06,21.853,98.8989,45.8037,35.304,36.88,14.2433,1.1686,20.9819,95.9878,36.0874,89.2666,23.7414
2016-07-07,21.9353,98.9184,45.8751,35.1926,36.775,14.4,1.2003,20.8769,96.4046,35.554,89.9913,23.7017
2016-07-08,22.1047,100.2166,46.6251,35.6777,37.2625,14.342,1.2472,20.9479,96.4911,35.8689,90.3581,23.9003
2016-07-11,22.1756,100.8202,46.9644,36.1848,37.685,14.82,1.2796,21.0046,96.672,35.9139,94.5271,24.0327
2016-07-12,22.2992,101.8976,47.518,36.449,37.375,14.9667,1.2961,20.8258,96.6641,35.6697,95.3143,24.0062
2016-07-13,22.1504,102.5662,47.8126,36.2743,37.1,14.86,1.2951,20.8456,96.6877,35.9589,96.4953,23.9797
2016-07-14,22.5623,104.1369,47.9466,36.5779,37.05,14.7733,1.3081,20.9251,96.8686,35.8882,96.6026,24.4035
2016-07-15,22.5509,103.2412,47.7233,36.4833,36.725,14.608,1.2767,20.8116,96.4911,35.7854,97.3541,24.2644
2016-07-18,22.8323,104.8574,48.3483,37.369,36.7525,15.0467,1.3032,20.9649,97.3561,35.9268,97.5241,24.2578
2016-07-19,22.869,103.4684,49.4108,37.5203,37.0875,15.08,1.3135,20.9195,98.4256,35.7982,97.1215,24.2843
2016-07-20,22.9262,104.7276,50.0894,37.694,37.315,15.3333,1.3312,20.9592,98.4099,35.7661,97.7835,24.2843
2016-07-21,22.6744,104.0461,49.768,37.5387,37.19,14.6667,1.3074,20.874,98.4178,35.4769,97.3899,24.2975
2016-07-22,22.512,105.1949,50.4376,37.7178,37.205,14.7933,1.3422,20.8825,98.3234,36.0232,98.1235,24.2909
2016-07-25,22.2282,105.5714,50.643,37.6477,37.0,15.3253,1.3729,20.9393,98.2133,35.7661,98.1235,24.3571
2016-07-26,23.6264,105.4675,50.8216,37.8069,36.9485,15.2833,1.4006,20.9337,98.4099,35.1877,98.0519,24.377
2016-07-27,23.6676,105.0391,50.1608,38.3145,37.125,15.22,1.3844,20.8343,98.1189,35.5733,98.9197,24.4035
2016-07-28,23.9216,104.7406,50.1698,39.658,38.39,15.382,1.3844,20.8059,97.8752,35.2584,99.0897,24.2975
2016-07-29,23.8552,104.2538,50.6162,39.4092,37.9,15.64,1.4019,20.7406,98.5436,35.6311,99.9128,24.6418
2016-08-01,24.2991,104.7925,50.4733,39.8938,38.35,15.3913,1.4026,20.9251,98.6144,35.0141,99.5102,24.7279
2016-08-02,23.8918,104.1759,50.5001,39.7201,37.9055,15.1333,1.3803,20.7633,98.1819,34.7056,98.3829,24.132
2016-08-03,24.2282,104.2862,50.8037,39.747,37.721,14.94,1.3871,20.6554,97.5134,34.6414,98.4724,23.5693
2016-08-04,24.3586,104.8574,51.2948,39.6963,38.055,15.346,1.407,20.8144,97.5842,34.6414,100.87,23.5026
2016-08-05,24.7382,106.2205,51.7233,40.1132,38.275,15.1653,1.4286,20.9422,97.6943,34.455,104.1802,23.6094
2016-08-08,24.9315,106.0842,51.8305,40.0675,38.325,15.0667,1.4448,20.84,97.2382,34.4486,105.039,23.329
2016-08-09,25.0005,105.9074,51.9644,40.1555,38.4125,15.2333,1.4522,20.8797,96.9629,34.4871,105.048,23.389
2016-08-10,24.8187,106.1496,51.8037,40.1555,38.3705,15.0667,1.4409,21.1467,97.0101,34.6414,104.6275,23.4358
2016-08-11,24.8533,107.0596,52.0091,40.2153,38.5475,15.0,1.5006,21.1409,97.1753,34.6414,105.3611,23.4692
